Site,CollectionDate,Month,Year,SampleID,Length,WetGonadicMass,WetSomaticMass,WetTotalMass,WGSI,DryGonadicMass,DrySomaticMass,DryShellMass,DryTotalMass,DGSI,PelletMass,CalGram,CalMus,UnburnedFuse,FuseEnergy,Notes
Coleman,2014-05-15,May,2014,M001,36,0.6207,0.7048,1.3255,46.8276,0.063,0.1026,2.7745,0.1656,38.0435,0.156,4485.37,742.78,.,.,
Coleman,2014-05-15,May,2014,M002,34,0.304,0.891,1.195,25.4393,0.0574,0.1799,1.7983,0.2373,24.1888,0.2246,4777.43,1133.68,.,.,
Coleman,2014-05-15,May,2014,M003,32,0.2654,0.538,0.8034,33.0346,0.042,0.0971,1.3169,0.1391,30.1941,0.1328,4713.97,655.71,.,.,
Coleman,2014-05-15,May,2014,M004,32,0.2717,0.4711,0.7428,36.5778,0.049,0.0896,1.5271,0.1386,35.3535,0.1299,4748.75,658.18,.,.,
Coleman,2014-05-15,May,2014,M005,34,0.3416,0.7455,1.0871,31.4231,0.0514,0.1245,1.7126,0.1759,29.2211,0.1748,4442.15,781.37,.,.,
Coleman,2014-04-24,April,2014,M006,37,0.4131,0.661,1.0741,38.4601,0.0555,0.1099,1.2008,0.1654,33.555,0.1582,4497.29,743.85,.,.,
Coleman,2014-04-24,April,2014,M007,36,0.5012,0.7022,1.2034,41.6487,0.0833,0.1398,2.1214,0.2231,37.3375,0.2141,4790.35,1068.73,.,.,
Coleman,2014-04-24,April,2014,M008,34,0.3636,0.8496,1.2132,29.9703,0.0654,0.1869,1.0469,0.2523,25.9215,0.2441,4768,1202.97,.,.,
Coleman,2014-04-24,April,2014,M009,37,0.4081,0.7304,1.1385,35.8454,0.0641,0.141,1.7115,0.2051,31.253,0.196,4624.52,948.49,.,.,
Coleman,2014-04-24,April,2014,M010,33,0.4624,0.5646,1.027,45.0243,0.0905,0.1232,1.9996,0.2137,42.3491,0.2057,4693.21,1002.94,.,.,
Coleman,2014-09-07,September,2014,M011,41,0.4934,0.8916,1.385,35.6245,0.0571,0.1444,2.8857,0.2015,28.3375,0.1999,4333.12,873.12,.,.,
Coleman,2014-09-07,September,2014,M012,34,.,.,0.6891,.,.,.,1.5278,.,.,0.1021,4580.86,.,.,.,
Coleman,2014-09-07,September,2014,M013,33,.,.,0.6031,.,.,.,1.7113,.,.,0.0714,4104.09,.,.,.,
Coleman,2014-09-07,September,2014,M014,34,.,.,0.8084,.,.,.,2.3807,.,.,0.0903,4147.45,.,.,.,
Coleman,2014-09-07,September,2014,M015,32,.,.,0.6474,.,.,.,1.7131,.,.,0.0961,4488.88,.,.,.,
Coleman,2014-07-16,July,2014,M016,37,.,.,1.2268,.,.,.,1.7696,.,.,0.195,4600.34,.,.,.,
Coleman,2014-07-16,July,2014,M017,37,.,.,1.0709,.,.,.,2.3928,.,.,0.1636,4538.08,.,.,.,
Coleman,2014-07-16,July,2014,M018,36,.,.,1.0265,.,.,.,1.5186,.,.,0.1922,4665.73,.,.,.,
Coleman,2014-07-16,July,2014,M019,34,.,.,0.9126,.,.,.,1.7089,.,.,0.1315,4448.97,.,.,.,
Coleman,2014-07-16,July,2014,M020,34,.,.,0.9365,.,.,.,1.6726,.,.,0.1649,4637.77,.,.,.,
Coleman,2014-09-07,September,2014,M021,37,.,.,0.9401,.,.,.,1.776,.,.,0.0962,4141.57,.,.,.,
Coleman,2014-09-07,September,2014,M022,35,.,.,0.8397,.,.,.,1.6397,.,.,0.1178,4411.59,.,.,.,
Coleman,2014-09-07,September,2014,M023,31,.,.,0.6188,.,.,.,1.2713,.,.,0.1025,4548.74,.,.,.,
Coleman,2014-09-07,September,2014,M024,33,.,.,0.9357,.,.,.,1.9766,.,.,0.1291,4391.64,.,.,.,
Coleman,2014-09-07,September,2014,M025,34,.,.,0.8278,.,.,.,1.4825,.,.,0.1108,4448.73,.,.,.,
Coleman,2014-07-16,July,2014,M026,35,.,.,0.8917,.,.,.,1.9931,.,.,0.1493,4468.35,.,.,.,
Coleman,2014-07-16,July,2014,M027,32,.,.,0.4215,.,.,.,1.3062,.,.,0.0518,4160.21,.,.,.,
Coleman,2014-07-16,July,2014,M028,29,.,.,0.4616,.,.,.,1.0187,.,.,0.0587,4391.02,.,.,.,
Coleman,2014-07-16,July,2014,M029,31,.,.,0.6699,.,.,.,1.1393,.,.,0.0677,4170.57,.,.,.,
Coleman,2014-07-16,July,2014,M030,35,.,.,0.7889,.,.,.,1.7159,.,.,0.1067,4328.13,.,.,.,
Coleman,2014-05-15,May,2014,M031,34,0.3457,1.1299,1.4756,23.4278,0.0682,0.2079,1.3947,0.2761,24.7012,0.2696,4596.79,1269.17,.,.,
Coleman,2014-05-15,May,2014,M032,30,.,.,0.727,.,.,.,1.2636,.,.,0.1232,4593.95,.,.,.,
Coleman,2014-05-15,May,2014,M033,34,.,.,1.1784,.,.,.,1.5716,.,.,0.1605,4423.24,.,.,.,
Coleman,2014-05-15,May,2014,M034,30,0.1689,0.578,0.7469,22.6135,0.0365,0.113,1.2874,0.1495,24.4147,0.1419,4673.49,698.69,.,.,
Coleman,2014-05-15,May,2014,M035,33,0.3038,0.7925,1.0963,27.7114,0.0595,0.1555,1.3815,0.215,27.6744,0.1496,4401.12,946.24,.,.,
Coleman,2014-04-24,April,2014,M036,30,0.1612,0.6022,0.7634,21.1161,0.0308,0.13,1.5657,0.1608,19.1542,0.1499,4754.57,764.54,.,.,
Coleman,2014-04-24,April,2014,M037,31,.,.,0.9044,.,.,.,1.4563,.,.,0.1653,4640.73,.,.,.,
Coleman,2014-04-24,April,2014,M038,36,0.2834,1.0934,1.3768,20.584,0.046,0.1955,2.6432,0.2415,19.0476,0.2259,4575.04,1104.87,.,.,
Coleman,2014-04-24,April,2014,M039,33,0.2058,0.7721,0.9779,21.0451,0.0427,0.1888,1.3363,0.2315,18.4449,0.2281,4933.61,1142.13,.,.,
Coleman,2014-04-24,April,2014,M040,35,0.3027,0.8825,1.1852,25.54,0.0591,0.1975,1.7054,0.2566,23.032,0.2377,4766.11,1222.98,.,.,
Coleman,2014-06-16,June,2014,M041,31,0.1972,0.5448,0.742,26.5768,0.0363,0.0935,1.4375,0.1298,27.9661,0.1208,4566.72,592.76,.,.,
Coleman,2014-06-16,June,2014,M042,27,0.1792,0.58,0.7592,23.6038,0.0299,0.0946,1.0639,0.1245,24.0161,0.0919,4573.88,569.45,.,.,
Coleman,2014-06-16,June,2014,M043,25,0.047,0.3557,0.4027,11.6712,0.0069,0.0478,0.8111,0.0547,12.6143,0.0441,4859.48,265.81,.,.,
Coleman,2014-06-16,June,2014,M044,27,.,.,0.7031,.,.,.,1.1049,.,.,0.1151,4934.59,.,.,.,
Coleman,2014-06-16,June,2014,M045,26,0.1756,0.3634,0.539,32.5788,0.0268,0.062,0.7888,0.0888,30.1802,0.0809,4805.39,426.72,.,.,
Coleman,2014-06-16,June,2014,M046,30,.,.,0.7815,.,.,.,1.0958,.,.,0.1264,4805.2,.,.,.,
Coleman,2014-06-16,June,2014,M047,30,.,.,0.7202,.,.,.,1.0942,.,.,0.095,4580.7,.,.,.,
Coleman,2014-06-16,June,2014,M048,28,0.1078,0.383,0.4908,21.9641,0.0177,0.074,0.8791,0.0917,19.3021,0.0837,4690.04,430.08,.,.,
Coleman,2014-06-16,June,2014,M049,26,0.1023,0.302,0.4043,25.303,0.0194,0.0604,0.7187,0.0798,24.3108,0.07,4733.66,377.75,.,.,
Coleman,2014-06-16,June,2014,M050,26,0.0768,0.4131,0.4899,15.6767,0.0113,0.0688,0.8955,0.0801,14.1074,0.0582,4658.85,373.17,.,.,
Agnes,2014-04-25,April,2014,M051,36,0.1731,0.9286,1.1017,15.7121,0.0297,0.1471,1.587,0.1768,16.7986,0.1674,4547.75,804.04,.,.,
Agnes,2014-04-25,April,2014,M052,31,0.1316,0.5546,0.6862,19.1781,0.0181,0.0802,1.5659,0.0983,18.413,0.0948,4165.11,409.43,.,.,
Agnes,2014-04-25,April,2014,M053,32,0.1524,0.7443,0.8967,16.9957,0.0236,0.1132,1.6857,0.1368,17.2515,0.1355,4555.7,623.22,.,.,
Agnes,2014-04-25,April,2014,M054,32,0.1968,0.4845,0.6813,28.886,0.0286,0.0823,1.2274,0.1109,25.789,0.1071,4376.16,485.32,.,.,
Agnes,2014-04-25,April,2014,M055,31,0.1091,0.5321,0.6412,17.015,0.0184,0.0955,0.801,0.1139,16.1545,0.1085,4661.04,530.89,.,.,
Agnes,2014-04-25,April,2014,M056,26,0.0832,0.3233,0.4065,20.4674,0.0102,0.0477,0.694,0.0579,17.6166,0.0571,4094.64,237.08,.,.,
Agnes,2014-05-15,May,2014,M057,32,0.1863,0.6541,0.8404,22.168,0.0292,0.0984,1.2964,0.1276,22.884,0.1265,4583.77,584.89,.,.,
Agnes,2014-05-15,May,2014,M058,30,0.1678,0.549,0.7168,23.4096,0.0259,0.0827,1.096,0.1086,23.849,0.1088,4476.09,486.1,.,.,
Agnes,2014-05-15,May,2014,M059,31,0.1007,0.5266,0.6273,16.0529,0.0184,0.0857,1.0372,0.1041,17.6753,0.1014,4456.81,463.95,.,.,
Agnes,2014-05-15,May,2014,M060,28,0.1244,0.4235,0.5479,22.7049,0.0208,0.0671,1.1215,0.0879,23.6633,0.0871,4544.5,399.46,.,.,
Agnes,2014-05-15,May,2014,M061,28,0.114,0.4275,0.5415,21.0526,0.016,0.0646,0.7554,0.0806,19.8511,0.0773,4312.94,347.62,.,.,
Agnes,2014-05-15,May,2014,M062,26,0.1476,0.4052,0.5528,26.7004,0.02,0.0574,0.9662,0.0774,25.8398,0.0735,4255.17,329.35,.,.,
Seward,2014-04-28,April,2014,M063,31,0.3098,0.5818,0.8916,34.7465,0.044,0.0943,1.7847,0.1383,31.8149,0.1348,4621.7,639.18,.,.,
Seward,2014-04-28,April,2014,M064,33,0.2331,0.6631,0.8962,26.0098,0.0377,0.1169,1.7802,0.1546,24.3855,0.1573,4807.41,743.23,.,.,
Seward,2014-04-28,April,2014,M065,30,0.2544,0.7848,1.0392,24.4804,0.0388,0.1348,1.996,0.1736,22.3502,0.1747,4433.21,769.61,.,.,
Seward,2014-04-28,April,2014,M066,33,0.238,0.7126,0.9506,25.0368,0.0376,0.1183,1.4553,0.1559,24.118,0.1555,4676.9,729.13,.,.,
Seward,2014-04-28,April,2014,M067,31,0.1431,0.7063,0.8494,16.8472,0.0207,0.1302,1.4826,0.1509,13.7177,0.1533,4918.38,742.18,.,.,
Seward,2014-05-14,May,2014,M068,32,0.296,0.7137,1.0097,29.3156,0.0611,0.1196,1.1819,0.1807,33.8129,0.1795,4667.75,843.46,.,.,
Seward,2014-05-14,May,2014,M069,34,0.4645,0.8808,1.3453,34.5276,0.0745,0.1532,2.006,0.2277,32.7185,0.2286,4411.78,1004.56,.,.,
Seward,2014-05-14,May,2014,M070,33,0.2421,0.7972,1.0393,23.2945,0.0471,0.1323,2.3224,0.1794,26.2542,0.1821,4484.12,804.45,.,.,
Seward,2014-05-14,May,2014,M071,36,0.3176,0.9625,1.2801,24.8106,0.0652,0.1703,1.8314,0.2355,27.6858,0.2386,4748.16,1118.19,.,.,
Seward,2014-05-14,May,2014,M072,32,0.4412,0.78,1.2212,36.1284,0.0833,0.1344,1.5011,0.2177,38.2637,0.2128,4479.35,975.15,.,.,
Seward,2014-04-28,April,2014,M073,33,0.1978,0.8325,1.0303,19.1983,0.0312,0.1392,1.8364,0.1704,18.3099,0.173,4874.77,830.66,.,.,
Seward,2014-04-28,April,2014,M074,30,0.1733,0.6422,0.8155,21.2508,0.0252,0.1071,1.1799,0.1323,19.0476,0.1268,4760.16,629.77,.,.,
Seward,2014-04-28,April,2014,M075,29,0.1818,0.5049,0.6867,26.4744,0.0333,0.0962,1.803,0.1295,25.7143,0.1313,4996.35,647.03,.,.,
Seward,2014-04-28,April,2014,M076,32,0.3597,0.7396,1.0993,32.7208,0.0528,0.1304,1.6415,0.1832,28.821,0.1832,4849.89,888.5,.,.,
Seward,2014-04-28,April,2014,M077,33,0.4289,0.6904,1.1193,38.3186,0.0592,0.1152,1.4604,0.1744,33.945,0.1746,4719.79,823.13,.,.,
Seward,2014-05-14,May,2014,M078,32,0.3252,0.6269,0.9521,34.1561,0.0428,0.1006,1.4473,0.1434,29.8466,0.1432,4332.35,621.26,.,.,
Seward,2014-05-14,May,2014,M079,35,0.3301,0.8975,1.2276,26.8899,0.0522,0.1481,2.0568,0.2003,26.0609,0.2024,4423.77,886.08,.,.,
Seward,2014-05-14,May,2014,M080,34,0.2696,0.7605,1.0301,26.1722,0.0427,0.1295,1.3125,0.1722,24.7967,0.1723,4293.52,739.34,.,.,
Seward,2014-05-14,May,2014,M081,34,0.3685,0.9292,1.2977,28.3964,0.084,0.16,1.369,0.244,34.4262,0.2379,4867.41,1187.65,.,.,
Seward,2014-05-14,May,2014,M082,33,0.3362,0.7608,1.097,30.6472,0.0756,0.1402,1.6142,0.2158,35.0324,0.2143,4975.4,1073.69,.,.,
Seward,2014-06-17,June,2014,M083,32,0.1432,0.5953,0.7385,19.3907,0.0269,0.094,1.0618,0.1209,22.2498,0.1195,4803.51,580.74,.,.,
Seward,2014-06-17,June,2014,M084,30,0.0963,0.4791,0.5754,16.7362,0.0164,0.0775,0.6133,0.0939,17.4654,0.0948,4629.88,434.75,.,.,
