Site,CollectionDate,Month,Year,SampleID,Length,WetGonadicMass,WetSomaticMass,WetTotalMass,WGSI,DryGonadicMass,DrySomaticMass,DryShellMass,DryTotalMass,DGSI,PelletMass,CalGram,CalMus,UnburnedFuse,FuseEnergy,Notes
Agnes,2015-07-14,July,2015,M306,29,0.0349,0.2139,0.2488,14.0273,0.0092,0.0367,1.0921,0.0459,20.0436,.,.,.,.,.,
Agnes,2015-07-14,July,2015,M307,26,0.0468,0.2146,0.2614,17.9036,0.0112,0.0314,0.4441,0.0426,26.2911,.,.,.,.,.,
Agnes,2015-07-14,July,2015,M308,30,0.1343,0.4114,0.5457,24.6106,0.0309,0.0801,1.4126,0.111,27.8378,.,.,.,.,.,
Agnes,2015-07-14,July,2015,M309,28,0.0471,0.1988,0.2459,19.1541,0.012,0.0344,0.554,0.0464,25.8621,.,.,.,.,.,
Agnes,2015-07-14,July,2015,M310,30,0.0732,0.205,0.2782,26.312,0.0168,0.0386,0.7763,0.0554,30.3249,.,.,.,.,.,
Agnes,2015-07-14,July,2015,M311,25,0.0391,0.1806,0.2197,17.797,0.0099,0.0398,1.0523,0.0497,19.9195,.,.,.,.,.,
Agnes,2015-05-15,May,2015,M312,37,0.2089,0.4678,0.6767,30.8704,0.03,0.0702,0.9841,0.1002,29.9681,0.1508,4641.72,465.18,2.8,16.56,
Agnes,2015-05-15,May,2015,M313,36,0.1242,0.3766,0.5008,24.8003,0.0179,0.0565,1.3477,0.0744,24.0138,0.0955,4410.8,327.98,3,16.1,
Agnes,2015-05-15,May,2015,M314,36,0.1435,0.3599,0.5034,28.5062,0.0206,0.054,1.0731,0.0746,27.6453,0.1028,4509.19,336.51,4.5,12.65,
Agnes,2015-05-15,May,2015,M315,34,0.0948,0.3089,0.4037,23.4828,0.0267,0.0664,0.8435,0.0931,28.6788,0.0808,4437.42,413.12,3.4,15.18,
Agnes,2015-05-15,May,2015,M316,43,0.1746,0.5726,0.7472,23.3672,0.0559,0.1493,1.6496,0.2052,27.2417,0.1817,4612.16,946.42,3.9,14.03,
Agnes,2015-05-15,May,2015,M317,36,0.0918,0.3762,0.468,19.6154,0.0244,0.079,0.9306,0.1034,23.5977,0.0934,4530.16,468.42,4,13.8,
Agnes,2015-05-15,May,2015,M318,38,0.1132,0.3714,0.4846,23.3595,0.0275,0.0752,1.2926,0.1027,26.777,0.0897,4765.62,489.43,2.4,17.48,
Agnes,2015-05-15,May,2015,M319,36,0.0961,0.292,0.3881,24.7617,0.0348,0.0738,1.0259,0.1086,32.0442,0.0975,4593.51,498.86,3.1,15.87,
Agnes,2015-05-15,May,2015,M320,45,0.2195,0.6007,0.8202,26.7618,0.0616,0.1296,1.8482,0.1912,32.2176,0.1805,4670.05,892.91,4.4,12.88,
Agnes,2015-05-15,May,2015,M321,37,0.1001,0.3736,0.4737,21.1315,0.0297,0.0853,1.3747,0.115,25.8261,0.1078,4554.34,523.75,3.8,14.26,
Agnes,2015-08-13,August,2015,M322,32,0.0386,0.2346,0.2732,14.1288,0.0062,0.0481,1.3042,0.0543,11.4233,0.0411,4013.02,217.83,3,16.1,"Sample was not weighed after freeze drying. Dry mass values were generated using linear regression coefficients from other samples (n=351): DrySomaticMass=0.11083344*WetSomaticMass+0.02207937, DryGonadicMass=0.1730104234*WetGonadicMass-0.0004774407"
Agnes,2015-08-13,August,2015,M323,31,0.0199,0.2998,0.3197,6.2246,0.003,0.0553,1.6159,0.0583,5.0889,0.045,5002.89,291.53,2,18.4,"Sample was not weighed after freeze drying. Dry mass values were generated using linear regression coefficients from other samples (n=351): DrySomaticMass=0.11083344*WetSomaticMass+0.02207937, DryGonadicMass=0.1730104234*WetGonadicMass-0.0004774407"
Agnes,2015-08-13,August,2015,M324,37,0.1023,0.4021,0.5044,20.2815,0.0172,0.0666,2.1608,0.0839,20.5343,0.0664,4295.64,360.26,3.1,15.87,"Sample was not weighed after freeze drying. Dry mass values were generated using linear regression coefficients from other samples (n=351): DrySomaticMass=0.11083344*WetSomaticMass+0.02207937, DryGonadicMass=0.1730104234*WetGonadicMass-0.0004774407"
Agnes,2015-08-13,August,2015,M325,39,0.2102,0.4415,0.6517,32.2541,0.0359,0.071,1.8428,0.1069,33.5723,0.0978,5673.38,606.49,3,16.1,"Sample was not weighed after freeze drying. Dry mass values were generated using linear regression coefficients from other samples (n=351): DrySomaticMass=0.11083344*WetSomaticMass+0.02207937, DryGonadicMass=0.1730104234*WetGonadicMass-0.0004774407"
Agnes,2015-08-13,August,2015,M326,35,0.0738,0.2645,0.3383,21.815,0.0123,0.0514,2.5814,0.0637,19.2991,0.0497,4114.1,262.01,5.1,11.27,"Sample was not weighed after freeze drying. Dry mass values were generated using linear regression coefficients from other samples (n=351): DrySomaticMass=0.11083344*WetSomaticMass+0.02207937, DryGonadicMass=0.1730104234*WetGonadicMass-0.0004774407"
Agnes,2015-08-13,August,2015,M327,37,0.1349,0.4197,0.5546,24.3238,0.0229,0.0686,1.9763,0.0915,24.9969,0.0725,5351.86,489.47,2.6,17.02,"Sample was not weighed after freeze drying. Dry mass values were generated using linear regression coefficients from other samples (n=351): DrySomaticMass=0.11083344*WetSomaticMass+0.02207937, DryGonadicMass=0.1730104234*WetGonadicMass-0.0004774407"
Agnes,2015-08-13,August,2015,M328,33,0.0738,0.3192,0.393,18.7786,0.0123,0.0575,1.8695,0.0697,17.6216,0.0509,5286.4,368.72,4.9,11.73,"Sample was not weighed after freeze drying. Dry mass values were generated using linear regression coefficients from other samples (n=351): DrySomaticMass=0.11083344*WetSomaticMass+0.02207937, DryGonadicMass=0.1730104234*WetGonadicMass-0.0004774407"
Agnes,2015-08-13,August,2015,M329,30,0.0604,0.2481,0.3085,19.5786,0.01,0.0496,1.3469,0.0595,16.7464,0.0472,4550.47,270.98,2.4,17.48,"Sample was not weighed after freeze drying. Dry mass values were generated using linear regression coefficients from other samples (n=351): DrySomaticMass=0.11083344*WetSomaticMass+0.02207937, DryGonadicMass=0.1730104234*WetGonadicMass-0.0004774407"
Agnes,2015-08-13,August,2015,M330,34,0.0367,0.4312,0.4679,7.8436,0.0059,0.0699,2.3662,0.0757,7.7526,0.0412,5340.61,404.51,2,18.4,"Sample was not weighed after freeze drying. Dry mass values were generated using linear regression coefficients from other samples (n=351): DrySomaticMass=0.11083344*WetSomaticMass+0.02207937, DryGonadicMass=0.1730104234*WetGonadicMass-0.0004774407"
Agnes,2015-08-13,August,2015,M331,29,0.0851,0.2811,0.3662,23.2387,0.0142,0.0532,1.2644,0.0675,21.1109,0.0505,5321.18,359.08,2.9,16.33,"Sample was not weighed after freeze drying. Dry mass values were generated using linear regression coefficients from other samples (n=351): DrySomaticMass=0.11083344*WetSomaticMass+0.02207937, DryGonadicMass=0.1730104234*WetGonadicMass-0.0004774407"
Agnes,2015-09-15,September,2015,M332,33,0.1065,0.2597,0.3662,29.0825,0.0136,0.0424,1.3787,0.056,24.2857,0.0502,4539.23,254.2,4.3,13.11,
Agnes,2015-09-15,September,2015,M333,33,0.0895,0.2335,0.323,27.709,0.0121,0.0447,1.6656,0.0568,21.3028,0.0525,5343.58,303.52,4.2,13.34,
Agnes,2015-09-15,September,2015,M334,33,0.1239,0.4153,0.5392,22.9785,0.0185,0.0782,2.1506,0.0967,19.1313,0.0742,5385.84,520.81,3.4,15.18,
Agnes,2015-09-15,September,2015,M335,37,0.2297,0.4214,0.6511,35.2788,0.0294,0.0713,3.1487,0.1007,29.1956,0.0921,5770.39,581.08,4.1,13.57,
Agnes,2015-09-15,September,2015,M336,33,0.1093,0.3011,0.4104,26.6326,0.0156,0.0534,2.4546,0.069,22.6087,0.0606,5730.25,395.39,3.4,15.18,
Agnes,2015-09-15,September,2015,M337,36,0.1777,0.5233,0.701,25.3495,0.0255,0.0965,2.8357,0.122,20.9016,0.1111,5641.22,688.23,4,13.8,
Agnes,2015-09-15,September,2015,M338,32,0.1165,0.2636,0.3801,30.6498,0.0183,0.0537,1.617,0.072,25.4167,0.0621,4731.7,340.68,2.8,16.56,
Agnes,2015-09-15,September,2015,M339,34,0.2201,0.3373,0.5574,39.4869,0.0326,0.0649,1.8215,0.0975,33.4359,0.0901,4876.26,475.44,6.2,8.74,
Agnes,2015-09-15,September,2015,M340,35,0.1561,0.303,0.4591,34.0013,0.0241,0.0621,1.8512,0.0862,27.9582,0.0704,5989.2,516.27,3.9,14.03,
Agnes,2014-04-28,April,2014,M340b,35,0.0845,0.3725,0.457,18.4902,0.0202,0.1259,1.7373,0.1461,13.8261,0.1271,3318.14,484.78,3.1,15.87,
Agnes,2015-09-15,September,2015,M341,31,0.1061,0.239,0.3451,30.7447,0.0177,0.0501,1.8294,0.0678,26.1062,0.0587,4690.79,318.04,3.5,14.95,
Agnes,2014-04-28,April,2014,M341b,36,0.232,0.6175,0.8495,27.3102,0.0643,0.1322,2.0298,0.1965,32.7226,0.1651,3825.5,751.71,6,9.2,
Agnes,2014-04-28,April,2014,M342,35,0.0573,0.2695,0.3268,17.5337,0.0167,0.0673,1.9563,0.084,19.881,0.0588,3742.02,314.33,2.9,16.33,
Agnes,2014-04-28,April,2014,M343,30,0.0598,0.2319,0.2917,20.5005,0.0291,0.1043,1.3391,0.1334,21.8141,0.1044,3652.4,487.23,4.1,13.57,
Agnes,2014-04-28,April,2014,M344,37,0.0808,0.2573,0.3381,23.8983,0.0375,0.1094,1.7007,0.1469,25.5276,0.1173,3691.33,542.26,3.9,14.03,
Agnes,2014-04-28,April,2014,M345,34,0.0281,0.3859,0.414,6.7874,0.0105,0.0996,1.4813,0.1101,9.5368,0.0857,3370.58,371.1,3.3,15.41,
Agnes,2014-04-28,April,2014,M346,33,0.1172,0.348,0.4652,25.1935,0.0308,0.0871,2.2721,0.1179,26.1238,0.0993,3580.5,422.14,5.2,11.04,
Agnes,2015-04-28,April,2015,M350,31,0.1374,0.3166,0.454,30.2643,0.0334,0.0533,1.3603,0.0867,38.5236,0.0791,4695.37,407.09,4.4,12.88,
Agnes,2015-04-28,April,2015,M351,30,0.1059,0.2309,0.3368,31.443,0.0172,0.0353,1.2229,0.0525,32.7619,0.0472,4166.72,218.75,3.6,14.72,
Agnes,2015-04-28,April,2015,M352,28,0.0848,0.2226,0.3074,27.5862,0.0194,0.0397,0.6281,0.0591,32.8257,0.0529,4430.14,261.82,2.7,16.79,
Agnes,2015-04-28,April,2015,M353,32,0.1627,0.2022,0.3649,44.5876,0.0251,0.0313,1.603,0.0564,44.5035,0.0514,4332.88,244.37,3.5,14.95,
Agnes,2015-04-28,April,2015,M354,36,0.1401,0.5906,0.7307,19.1734,0.0507,0.115,2.2863,0.1657,30.5975,0.1583,4882.14,808.97,3.5,14.95,
Agnes,2015-04-28,April,2015,M355,42,0.2994,0.5002,0.7996,37.4437,0.0868,0.0896,3.2863,0.1764,49.2063,0.1678,4903.81,865.03,3.1,15.87,
Agnes,2015-04-28,April,2015,M356,30,0.1568,0.1772,0.334,46.9461,0.0243,0.0312,4.2863,0.0555,43.7838,0.0488,3859.75,214.22,3.3,15.41,
Agnes,2015-04-28,April,2015,M357,26,0.145,0.3,0.445,32.5843,0.0313,0.0483,5.2863,0.0796,39.3216,0.0716,4572.9,364,3.6,14.72,
Agnes,2015-04-28,April,2015,M358,26,0.0781,0.1469,0.225,34.7111,0.0149,0.0241,6.2863,0.039,38.2051,0.0317,4241.57,165.42,3.2,15.64,
Agnes,2015-04-28,April,2015,M359,30,0.1988,0.2486,0.4474,44.4345,0.0456,0.0476,7.2863,0.0932,48.927,0.0859,4785.14,445.98,3.7,14.49,
Coleman,2015-03-21,March,2015,M360,30,0.0991,0.2478,0.3469,28.5673,0.0241,0.0408,8.2863,0.0649,37.1341,0.0477,4076.61,264.57,2.4,17.48,
Coleman,2015-03-21,March,2015,M361,34,0.1846,0.2163,0.4009,46.0464,0.0314,0.0362,2.5366,0.0676,46.4497,0.0551,4307.16,291.16,3.3,15.41,
Coleman,2015-03-21,March,2015,M362,30,0.1398,0.3388,0.4786,29.2102,0.0283,0.0529,2.1492,0.0812,34.8522,0.0717,4461.15,362.25,6.2,8.74,
Coleman,2015-03-21,March,2015,M363,33,0.1671,0.2531,0.4202,39.7668,0.0347,0.0441,1.5488,0.0788,44.0355,0.0695,4232.71,333.54,.,.,
Coleman,2015-03-21,March,2015,M364,30,0.2167,0.2804,0.4971,43.5928,0.0348,0.044,1.3698,0.0788,44.1624,0.0631,4235.13,333.73,4,13.8,
Coleman,2015-03-21,March,2015,M365,38,0.1776,0.3162,0.4938,35.966,0.0315,0.0531,2.4614,0.0846,37.234,0.0782,4462.48,377.53,3.8,14.26,
Coleman,2015-03-21,March,2015,M366,36,0.2225,0.426,0.6485,34.3099,0.0474,0.0769,1.5701,0.1243,38.1335,0.1092,4328.95,538.09,3.3,15.41,
Coleman,2015-03-21,March,2015,M367,32,0.0998,0.3108,0.4106,24.3059,0.0189,0.0523,1.4355,0.0712,26.5449,0.0586,4267.83,303.87,3.1,15.87,
Coleman,2015-03-21,March,2015,M368,26,0.0262,0.1762,0.2024,12.9447,0.0067,0.0301,1.0794,0.0368,18.2065,0.0291,3655.63,134.53,3.7,14.49,
Coleman,2015-03-21,March,2015,M369,27,0.1195,0.2164,0.3359,35.5761,0.0232,0.0359,0.7688,0.0591,39.2555,0.0496,4048.86,239.29,3.6,14.72,
Coleman,2015-09-15,September,2015,M370,31,0.043,0.2288,0.2718,15.8205,0.0091,0.0402,1.3699,0.0493,18.4584,0.0425,4293.07,211.65,4.1,13.57,
Coleman,2015-09-15,September,2015,M371,31,0.0453,0.2303,0.2756,16.4369,0.0104,0.0442,1.8374,0.0546,19.0476,0.0469,4135.04,225.77,5.1,11.27,
Coleman,2015-09-15,September,2015,M372,33,0.0412,0.264,0.3052,13.4993,0.013,0.0544,1.8643,0.0674,19.2878,0.0576,4486.33,302.38,2.5,17.25,
Coleman,2015-09-15,September,2015,M373,29,0.0265,0.1859,0.2124,12.4765,0.0064,0.0318,2.0546,0.0382,16.7539,0.031,3846.74,146.95,5.1,11.27,
Coleman,2015-09-15,September,2015,M374,28,0.0277,0.1656,0.1933,14.3301,0.0082,0.0326,1.0055,0.0408,20.098,0.0248,3427.17,139.83,3.3,15.41,
Coleman,2015-09-15,September,2015,M375,33,0.0508,0.2743,0.3251,15.626,0.0133,0.0529,1.8876,0.0662,20.0906,0.0549,4445.96,294.32,5.7,9.89,
Coleman,2015-09-15,September,2015,M376,30,0.0431,0.1759,0.219,19.6804,0.0117,0.0322,1.3421,0.0439,26.6515,0.0329,3968.78,174.23,3.5,14.95,
Coleman,2015-09-15,September,2015,M377,28,0.0256,0.1847,0.2103,12.1731,0.0082,0.0334,1.2173,0.0416,19.7115,0.0311,3957.64,164.64,3.6,14.72,
Coleman,2015-09-15,September,2015,M378,29,0.0238,0.1608,0.1846,12.8927,0.0071,0.03,1.0981,0.0371,19.1375,0.0293,3773.72,140.01,5,11.5,
Coleman,2015-09-15,September,2015,M379,29,0.0446,0.2502,0.2948,15.1289,0.0102,0.0429,0.935,0.0531,19.209,0.0425,4279.49,227.24,3.9,14.03,
Coleman,2015-07-14,July,2015,M380,31,0.0743,0.2572,0.3315,22.4133,0.0177,0.0444,1.4459,0.0621,28.5024,0.0544,4517.68,280.55,3.5,14.95,
Coleman,2015-07-14,July,2015,M381,31,0.1091,0.2529,0.362,30.1381,0.0202,0.0414,0.6196,0.0616,32.7922,0.053,4719.14,290.7,3.2,15.64,
Coleman,2015-07-14,July,2015,M382,35,0.1062,0.3165,0.4227,25.1242,0.0176,0.0422,1.1942,0.0598,29.4314,0.0499,4533.56,271.11,3.3,15.41,
Coleman,2015-07-14,July,2015,M383,32,0.1499,0.222,0.3719,40.3065,0.0234,0.038,1.2382,0.0614,38.1107,0.0532,4591.5,281.92,4,13.8,
Coleman,2015-07-14,July,2015,M384,29,0.1044,0.1822,0.2866,36.4271,0.0219,0.0313,1.6168,0.0532,41.1654,0.0458,4284.81,227.95,3.1,15.87,
Coleman,2015-07-14,July,2015,M385,38,0.2324,0.4853,0.7177,32.3812,0.0484,0.0761,2.0153,0.1245,38.8755,0.1116,4698.61,584.98,2.5,17.25,
Coleman,2015-07-14,July,2015,M386,33,0.1382,0.3347,0.4729,29.2239,0.0268,0.0518,1.9782,0.0786,34.0967,0.0733,4793.85,376.8,3.5,14.95,
Coleman,2015-07-14,July,2015,M387,32,0.1891,0.3854,0.5745,32.9156,0.0377,0.0669,1.2327,0.1046,36.0421,0.0852,4640.87,485.44,3.7,14.49,
Coleman,2015-07-14,July,2015,M388,31,0.0926,0.2527,0.3453,26.8173,0.0166,0.0395,1.5399,0.0561,29.59,0.0434,4196,235.4,.,.,
Coleman,2015-07-14,July,2015,M389,39,0.2196,0.3959,0.6155,35.6783,0.0361,0.0705,2.2125,0.1066,33.8649,0.0969,4701.56,501.19,2.5,17.25,
Coleman,2015-05-21,May,2015,M390,32,0.099,0.3277,0.4267,23.2013,0.021,0.0606,1.5919,0.0816,25.7353,0.0721,4340.1,354.15,3.1,15.87,
Coleman,2015-05-21,May,2015,M391,32,0.216,0.3988,0.6148,35.1334,0.0533,0.0788,2.1123,0.1321,40.3482,0.1269,4874.59,643.93,3.8,14.26,
Coleman,2015-05-21,May,2015,M392,30,0.1031,0.2876,0.3907,26.3885,0.0323,0.0437,1.5615,0.076,42.5,0.0689,4602.92,349.82,2.4,17.48,
Coleman,2015-05-21,May,2015,M393,31,0.1717,0.3549,0.5266,32.6054,0.041,0.0757,1.1346,0.1167,35.1328,0.1084,4321.13,504.28,3.8,14.26,
Coleman,2015-05-21,May,2015,M394,33,0.1499,0.3938,0.5437,27.5704,0.0344,0.0738,1.5231,0.1082,31.793,0.1001,4343.75,469.99,3.3,15.41,
Coleman,2015-05-21,May,2015,M395,33,0.08,0.3121,0.3921,20.403,0.0148,0.057,1.6955,0.0718,20.6128,0.0651,4326.58,310.65,2.8,16.56,
Coleman,2015-05-21,May,2015,M396,36,0.1459,0.42,0.5659,25.7819,0.0307,0.0818,1.9733,0.1125,27.2889,0.1026,4639.06,521.89,3,16.1,
Coleman,2015-05-21,May,2015,M397,28,0.0632,0.2174,0.2806,22.5232,0.013,0.0412,0.8294,0.0542,23.9852,0.0434,3954.75,214.35,3.8,14.26,
Coleman,2015-05-21,May,2015,M398,32,0.0927,0.195,0.2877,32.2211,0.0186,0.0381,1.2701,0.0567,32.8042,0.0463,4224.03,239.5,3.5,14.95,
Coleman,2015-05-21,May,2015,M399,31,0.1478,0.3569,0.5047,29.2847,0.034,0.0679,1.3613,0.1019,33.366,0.0931,4291.01,437.25,5.5,10.35,
Coleman,2015-04-28,April,2015,M400,30,0.1085,0.2045,0.313,34.6645,0.0226,0.0375,0.9597,0.0601,37.604,0.0455,4140.68,248.85,3,16.1,
Coleman,2015-04-28,April,2015,M401,33,0.0686,0.2569,0.3255,21.0753,0.013,0.0429,1.3043,0.0559,23.2558,0.0422,3958.89,221.3,3.4,15.18,
Coleman,2015-04-28,April,2015,M402,31,0.0608,0.2346,0.2954,20.5823,0.0137,0.0409,1.6799,0.0546,25.0916,0.0387,3951.77,215.77,3.1,15.87,
Coleman,2015-04-28,April,2015,M403,32,0.1825,0.3116,0.4941,36.9358,0.0293,0.0486,2.0949,0.0779,37.6123,0.0725,4113.35,320.43,5.1,11.27,
Coleman,2015-04-28,April,2015,M404,35,0.1642,0.3479,0.5121,32.064,0.0364,0.0578,2.3448,0.0942,38.6412,0.0846,4339.11,408.74,3.5,14.95,
Coleman,2015-04-28,April,2015,M405,35,0.1518,0.3843,0.5361,28.3156,0.0284,0.0683,1.7023,0.0967,29.3692,0.0866,4236.11,409.63,3,16.1,
Coleman,2015-04-28,April,2015,M406,31,0.0927,0.2567,0.3494,26.5312,0.0172,0.0401,1.9784,0.0573,30.0175,0.0522,4245.06,243.24,5.4,10.58,
Coleman,2015-04-28,April,2015,M407,34,0.1345,0.3039,0.4384,30.6797,0.0202,0.039,1.5982,0.0592,34.1216,0.0519,4076.32,241.32,2.7,16.79,
Coleman,2015-04-28,April,2015,M408,33,0.1667,0.3767,0.5434,30.6772,0.0332,0.0569,1.5667,0.0901,36.8479,0.084,4759.51,428.83,2.3,17.71,
Coleman,2015-04-28,April,2015,M409,33,0.1503,0.3802,0.5305,28.3318,0.0217,0.0509,2.1386,0.0726,29.8898,0.0657,4086.24,296.66,4,13.8,
Seward,2015-04-28,April,2015,M410,35,0.2049,0.4987,0.7036,29.1217,0.0501,0.1038,1.6716,0.1539,32.5536,0.1492,3627.07,558.21,2.5,17.25,
Seward,2015-04-28,April,2015,M411,30,0.072,0.2678,0.3398,21.1889,0.0167,0.0486,0.8954,0.0653,25.5743,0.062,4024.98,262.83,3.2,15.64,
Seward,2015-04-28,April,2015,M412,37,0.1372,0.4741,0.6113,22.444,0.0347,0.0867,2.9789,0.1214,28.5832,0.1072,4024.98,488.63,4.6,12.42,
Seward,2015-04-28,April,2015,M413,33,0.0952,0.3361,0.4313,22.0728,0.017,0.0615,1.8692,0.0785,21.6561,0.0681,3326.37,261.12,5.8,9.66,
Seward,2015-04-28,April,2015,M414,39,0.1807,0.5036,0.6843,26.4065,0.0474,0.1224,2.0237,0.1698,27.9152,0.1572,3603.64,611.9,3.8,14.26,
Coleman,2015-08-13,August,2015,M415,35,0.0617,0.3954,0.4571,13.4981,0.0148,0.0671,1.5405,0.0819,18.0708,0.0624,4567.99,374.12,4,13.8,
Coleman,2015-08-13,August,2015,M416,30,0.0214,0.2729,0.2943,7.2715,0.0108,0.0499,1.1737,0.0607,17.7924,0.0512,4089.32,248.22,3.8,14.26,
Seward,2015-03-21,March,2015,M417,35,0.0285,0.2652,0.2937,9.7038,0.0101,0.0522,2.2929,0.0623,16.2119,0.0565,3786.54,235.9,3.9,14.03,
Seward,2015-03-21,March,2015,M418,32,0.038,0.1997,0.2377,15.9865,0.0094,0.0345,1.2342,0.0439,21.4123,0.0369,4109.76,180.42,3.2,15.64,
Seward,2015-03-21,March,2015,M419,33,0.0416,0.2635,0.3051,13.6349,0.0094,0.0388,1.3664,0.0482,19.5021,0.0385,4389.75,211.59,4,13.8,
Seward,2015-03-21,March,2015,M420,36,0.0877,0.4239,0.5116,17.1423,0.0172,0.0634,2.9562,0.0806,21.34,0.0747,4464.03,359.8,1.8,18.86,
Seward,2015-03-21,March,2015,M421,33,0.0621,0.4175,0.4796,12.9483,0.0126,0.0646,2.166,0.0772,16.3212,0.0689,4774.2,368.57,4.1,13.57,
Coleman,2015-06-22,June,2015,M464,31,0.0742,0.2317,0.3059,24.2563,0.0185,0.0434,0.866,0.0619,29.8869,0.0397,4104.07,254.04,4.8,11.96,
Coleman,2015-06-22,June,2015,M465,25,0.0349,0.0844,0.1193,29.254,0.007,0.0166,0.873,0.0236,29.661,0.0089,.,.,.,.,
Coleman,2015-06-22,June,2015,M466,30,0.1742,0.3403,0.5145,33.8581,0.0358,0.064,0.7154,0.0998,35.8717,0.0786,4098.11,408.99,5.6,10.12,
Coleman,2015-06-22,June,2015,M467,28,0.0551,0.2016,0.2567,21.4647,0.0127,0.042,0.9558,0.0547,23.2176,0.0359,3777.78,206.64,7,6.9,
Coleman,2015-06-22,June,2015,M468,32,0.0744,0.287,0.3614,20.5866,0.0171,0.0526,1.3238,0.0697,24.5337,0.0543,4474.48,311.87,5.3,10.81,
Coleman,2015-06-22,June,2015,M469,28,0.0375,0.1842,0.2217,16.9147,0.0102,0.0498,1.0216,0.06,17,0.038,3927.71,235.66,5.1,11.27,
Coleman,2015-06-22,June,2015,M470,31,0.1251,0.2354,0.3605,34.7018,0.0301,0.0461,1.589,0.0762,39.5013,0.0579,4325.89,329.63,5,11.5,
Coleman,2015-06-22,June,2015,M471,33,0.0854,0.2864,0.3718,22.9693,0.0184,0.0484,1.413,0.0668,27.5449,0.0488,4378.58,292.49,4,13.8,
Coleman,2015-06-22,June,2015,M472,28,0.1151,0.1926,0.3077,37.4066,0.0265,0.0382,1.0319,0.0647,40.9583,0.0374,4201.18,271.82,2.9,16.33,
Coleman,2015-06-22,June,2015,M473,28,0.0702,0.2596,0.3298,21.2856,0.0155,0.05,1.162,0.0655,23.6641,0.0423,3957.61,259.22,2.9,16.33,
Seward,2015-06-22,June,2015,M474,31,0.1586,0.3735,0.5321,29.8064,0.0306,0.0656,1.4661,0.0962,31.8087,0.0815,4469.25,429.94,5.1,11.27,
Seward,2015-06-22,June,2015,M475,30,0.1767,0.3333,0.51,34.6471,0.0287,0.0566,2.0709,0.0853,33.646,0.0662,4766.68,406.6,2.1,18.17,
Seward,2015-06-22,June,2015,M476,35,0.4229,0.8412,1.2641,33.4546,0.0688,0.1301,3.4561,0.1989,34.5902,0.1881,5278.73,1049.94,2.9,16.33,
Seward,2015-06-22,June,2015,M477,33,0.5684,0.6543,1.2227,46.4873,0.0842,0.0931,1.6758,0.1773,47.4901,0.1602,5151.18,913.3,2,18.4,
Seward,2015-06-22,June,2015,M478,35,0.0788,0.347,0.4258,18.5063,0.0202,0.0586,1.4691,0.0788,25.6345,0.0648,3648.95,287.54,4.4,12.88,
Seward,2015-06-22,June,2015,M479,33,0.211,0.4304,0.6414,32.8968,0.0389,0.0643,1.8301,0.1032,37.6938,0.0887,4429.07,457.08,4,13.8,
Seward,2015-06-22,June,2015,M480,33,0.2029,0.5563,0.7592,26.7255,0.0357,0.089,3.0283,0.1247,28.6287,0.1045,4613.76,575.34,6,9.2,
Seward,2015-06-22,June,2015,M481,30,0.0731,0.3133,0.3864,18.9182,0.0174,0.0528,0.9071,0.0702,24.7863,0.0574,3415.13,239.74,4,13.8,
Seward,2015-06-22,June,2015,M482,31,0.1333,0.4529,0.5862,22.7397,0.0257,0.0787,1.3347,0.1044,24.6169,0.0919,4496.76,469.46,4,13.8,
Seward,2015-06-22,June,2015,M483,34,0.1771,0.5951,0.7722,22.9345,0.0271,0.1037,1.9693,0.1308,20.7187,0.1046,4460.01,583.37,3.7,14.49,
Seward,2015-09-15,September,2015,M484,29,0.1495,0.3666,0.5161,28.9673,0.0273,0.0687,1.1192,0.096,28.4375,0.0818,4442.74,426.5,3.7,14.49,
Seward,2015-09-15,September,2015,M485,29,0.1275,0.2663,0.3938,32.3768,0.0285,0.0497,1.2172,0.0782,36.445,0.0776,4534.97,354.63,4.1,13.57,
Seward,2015-09-15,September,2015,M486,28,0.1069,0.3573,0.4642,23.0289,0.023,0.068,0.9792,0.091,25.2747,0.0805,4283.61,389.81,2.8,16.56,
Coleman,2015-06-22,June,2015,M488,29,0.101,0.2889,0.3899,25.9041,0.0223,0.0619,0.973,0.0842,26.4846,0.0666,3905.73,328.86,5.7,9.89,
